orig_book_index	orig_chapter	orig_verse	text
49N	3	8	לי דזעורא אנא דכלהונ קדישׁא אתיהבת טיבותא הדא דאסבר בעממא עותרה דמשׁיחא הו דלא מתעקב ܀
49N	3	9	ואנהר לכלנשׁ אידא הי מדברנותא דארזא הו דכסא הוא מנ עלמא באלהא דכל ברא ܀
49N	3	10	דביד עדתא תתידע חכמתה דאלהא מלית פורשׁנא לארכוס ולשׁולטנא דבשׁמיא ܀
49N	3	11	הי דעתד הוא מנ עלמא ועבדה בישׁוע משׁיחא מרנ ܀
49N	3	12	הו דבה אית לנ פרהסיא וקריבותא בתוכלנא דהימנותה ܀
49N	3	13	מטל הנא שׁאלנא דלא תמאנ לי באולצני דעל אפיכונ דהדא הי תשׁבוחתכונ ܀
49N	3	14	וכאפנא בורכי לות אבוהי דמרנ ישׁוע משׁיחא ܀
49N	3	15	הו דמנה משׁתמהא כל אבהותא דבשׁמיא ובארעא ܀
49N	3	16	דנתל לכונ איכ עותרא דתשׁבוחתה דבחילא תשׁתררונ ברוחה דבברנשׁכונ דלגו ܀
49N	3	17	נעמר משׁיחא בהימנותא ובלבותכונ בחובא כד נהוא שׁריר עקרכונ ושׁתאסתכונ ܀
49N	3	18	דתשׁכחונ למדרכו עמ כלהונ קדישׁא מנו רומא ועומקא ואורכא ופתיא ܀
49N	3	19	ותדעונ רבותא דידעתא דחובה דמשׁיחא ותתמלונ בכלה מוליא דאלהא ܀
49N	3	20	להו דינ דמצא בחילא יתיר מנ כל למעבד לנ ויתיר מנ מא דשׁאליננ ורניננ איכ חילה דמסתער בנ ܀
49N	3	21	לה תשׁבוחתא בעדתה בישׁוע משׁיחא בכלהונ דרא דעלמי עלמינ אמינ ܀
49N	4	1	בעא אנא הכיל מנכונ אנא אסירא במרנ דתהלכונ איכנא דיאא לקרינא דאתקריתונ ܀
49N	4	2	בכלה מכיכות רעינא וניחותא ונגירות רוחא והויתונ מסיברינ חד לחד בחובא ܀
49N	4	3	והויתונ חפיטינ למטר אויותא דרוחא בחזקא דשׁלמא ܀
49N	4	4	דתהוונ בחד פגרא ובחדא רוחא איכ מא דאתקריתונ בחד סברא דקרינכונ ܀
49N	4	5	חד הו גיר מריא וחדא הימנותא וחדא מעמודיתא ܀
49N	4	6	וחד אלהא אבא דכל ועל כל וביד כל ובכלנ ܀
49N	4	7	לחד חד מננ דינ אתיהבת טיבותא איכ משׁוחתא דמוהבתה דמשׁיחא ܀
49N	4	8	מטל הנא אמיר דסלק למרומא ושׁבא שׁביתא ויהב מוהבתא לבנינשׁא ܀
49N	4	9	דסלק דינ מנא הי אלא אנ דאפ נחת לוקדמ לתחתיתה דארעא ܀
49N	4	10	הו דנחת הויו הו דאפ סלק לעל מנ כלהונ שׁמיא דנשׁלמ כל ܀
49N	4	11	והו יהב אית דשׁליחא ואית דנביא ואית דמסברנא ואית דרעותא ואית דמלפנא ܀
49N	4	12	לגמרא דקדישׁא לעבדא דתשׁמשׁתא לבנינא דפגרא דמשׁיחא ܀
49N	4	13	עדמא דכלנ נהוא חד מדמ בהימנותא ובידעתא דברה דאלהא וחד גברא גמירא במשׁוחתא דקומתא דשׁומליה דמשׁיחא ܀
49N	4	14	ולא נהוא ילודא דמזדעזעינ ומשׁתנינ לכל רוח דיולפנא נכילא דבנינשׁא הנונ דבחרעותהונ מצטנעינ דנטעונ ܀
49N	4	15	אלא הוינ שׁרירינ בחובנ דכול מדמ דילנ נרבא במשׁיחא דהויו רשׁא ܀
49N	4	16	ומנה כלה פגרא מתרכב ומתקטר בכל שׁרינ איכ מוהבתא דמתיהבא במשׁוחתא לכל הדמ לתרביתא דילה דפגרא דבחובא נשׁתלמ בנינה ܀
49N	4	17	הדא דינ אמר אנא ומסהד אנא במריא דמנ השׁא לא תהוונ מהלכינ איכ שׁרכא דעממא דמהלכינ בסריקות רעינהונ ܀
49N	4	18	וחשׁוכינ במדעיהונ ונוכריינ אנונ מנ חיוהי דאלהא מטל דלית בהונ ידעתא ומטל עוירות לבהונ ܀
49N	4	19	הנונ דפסקו סברהונ ואשׁלמו נפשׁהונ לפחזותא ולפולחנא דכלה טנפותא ביענותהונ ܀
49N	4	20	אנתונ דינ לא הוא הכנא ילפתוניהי למשׁיחא ܀
49N	4	21	אנ שׁריראית שׁמעתוניהי ובה ילפתונ איכ מא דאיתוהי קושׁתא בישׁוע ܀
49N	4	22	אלא דתניחונ מנכונ הופכיכונ קדמיא לברנשׁא הו עתיקא דמתחבל ברגיגתא דטועיי ܀
49N	4	23	ותתחדתונ ברוחא דמדעיכונ ܀
49N	4	24	ותלבשׁונ לברנשׁא חדתא הו דבאלהא אתברי בזדיקותא ובחסיותא דקושׁתא ܀
49N	4	25	מטל הנא אניחו מנכונ כדבותא ומללו קושׁתא אנשׁ עמ קריבה הדמא חננ גיר חד דחד ܀
49N	4	26	רגזו ולא תחטונ ושׁמשׁא על רוגזכונ לא נערב ܀
49N	4	27	ולא תתלונ אתרא לאכל קרצא ܀
49N	4	28	ואינא דגנב הוא מכיל לא נגנוב אלא נלאא באידוהי ונפלוח טבתא דנהוא לה למתל למנ דסניק ܀
49N	4	29	כל מלא סניא מנ פומכונ לא תפוק אלא אידא דשׁפירא וחשׁחא לבנינא דתתל טיבותא לאילינ דשׁמעינ ܀
49N	4	30	ולא תהוונ מעיקינ לרוחא קדישׁתא דאלהא דאתחתמתונ בה ליומא דפורקנא ܀
49N	4	31	כלה מרירותא וחמתא ורוגזא ורובא וגודפא נשׁתקלנ מנכונ עמ כלה בישׁותא ܀
49N	4	32	והויתונ בסימינ חד לות חד ומרחמנינ והויתונ שׁבקינ חד לחד איכנא דאלהא במשׁיחא שׁבק לנ ܀
49N	5	1	הויתונ הכיל מתדמינ באלהא איכ בניא חביבא ܀
49N	5	2	והלכו בחובא איכ דאפ משׁיחא אחבנ ואשׁלמ נפשׁה על אפינ קורבנא ודבחא לאלהא לריחא בסימא ܀
49N	5	3	זניותא דינ וכלה טנפותא ועלובותא אפלא משׁתמהו תשׁתמה בינתכונ איכ דיאא לקדישׁא ܀
49N	5	4	ולא צוחיתא ולא מלא דשׁטיותא או דבזחא או דשׁעיא הלינ דלא מתבעינ אלא חלפ הלינ תודיתא ܀
49N	5	5	הדא דינ הויתונ ידעינ דכלנשׁ דאיתוהי זניא או טנפא או עלובא דאיתוהי פלח פתכרא לית לה ירתותא במלכותה דמשׁיחא ודאלהא ܀
49N	5	6	דלמא אנשׁ נטעיכונ במלא סריקתא מטל הלינ הו גיר אתא רוגזה דאלהא על בניא דלא מתטפיסנותא ܀
49N	5	7	לא הכיל תהוונ להונ שׁותפא ܀
49N	5	8	איתיכונ הויתונ גיר מנ לוקדמ חשׁוכא השׁא דינ נוהרא אנתונ במרנ איכ בני נוהרא הכיל הכנא הלכו ܀
49N	5	9	פארוהי גיר דנוהרא בכלה אנונ טבותא וזדיקותא וקושׁתא ܀
49N	5	10	והויתונ פרשׁינ מנא שׁפיר קדמ מרנ ܀
49N	5	11	ולא הויתונ משׁתותפינ לות עבדא דחשׁוכא דפארא לית בהונ אלא הויתונ מכונינ להונ ܀
49N	5	12	מדמ גיר דבטושׁיי עבדינ נדיד הו אפ לממללותה ܀
49N	5	13	כל מדמ גיר מתכונ מנ נוהרא ומתגלא וכלמדמ דגלא נוהרא הו ܀
49N	5	14	מטל הנא אמיר דאתתעיר דמכא וקומ מנ בית מיתא וננהר לכ משׁיחא ܀
49N	5	15	חזו הכיל איכנא תהלכונ זהיאית לא איכ סכלא אלא איכ חכימא ܀
49N	5	16	דזבנינ קארסהונ מטל דיומתא בישׁא אנונ ܀
49N	5	17	מטל הנא לא תהוונ חסירי רעינא אלא אסתכלו מנו צבינה דאלהא ܀
49N	5	18	ולא הויתונ רוינ בחמרא דבה אית אסוטותא אלא אתמלו ברוחא ܀
49N	5	19	ומללו עמ נפשׁכונ במזמורא ובתשׁבחתא ובזמירתא דרוחא הויתונ זמרינ בלבותכונ למריא ܀
49N	5	20	והויתונ מודינ בכלזבנ על אפי כלנשׁ בשׁמה דמרנ ישׁוע משׁיחא לאלהא אבא ܀
49N	5	21	והויתונ משׁתעבדינ חד לחד בחובה דמשׁיחא ܀
49N	5	22	נשׁא הויתינ משׁתעבדנ לבעליכינ איכ דלמרנ ܀
49N	5	23	מטל דגברא רשׁה הו דאנתתא איכנא דאפ משׁיחא רשׁא הו דעדתא והויו מחינא דפגרא ܀
49N	5	24	אלא איכנא דעדתא משׁתעבדא למשׁיחא הכנא אפ נשׁא לבעליהינ בכלמדמ ܀
49N	5	25	גברא אחבו נשׁיכונ איכ דאפ משׁיחא אחב לעדתה ונפשׁה אשׁלמ על אפיה ܀
49N	5	26	דנקדשׁיה ונדכיה בסחיא דמיא ובמלתא ܀
49N	5	27	ונקימיה עדתא לנפשׁה כד משׁבחא ולית בה טולשׁא ולא קמטא ולא מדמ דלהלינ דמא אלא תהוא קדישׁא דלא מומ ܀
49N	5	28	הכנא ולא לגברא דנחבונ נשׁיהונ איכ דלפגריהונ מנ דלאנתתה גיר מחב נפשׁה הו מחב ܀
49N	5	29	לא גיר אנשׁ ממתומ סנא פגרה אלא מתרסא לה ויצפ דילה איכנא דאפ משׁיחא דעדתה ܀
49N	5	30	מטל דהדמא חננ דפגרה ומנ בסרה חננ ומנ גרמוהי ܀
49N	5	31	מטל הנא נשׁבוק גברא לאבוהי ולאמה ונקפ לאנתתה ונהוונ תריהונ חד בסר ܀
49N	5	32	הנא ארזא רב הו אנא דינ אמר אנא על משׁיחא ועל עדתה ܀
49N	5	33	ברמ אפ אנתונ כל חד חד מנכונ הכנא נרחמ אנתתה איכ דלנפשׁה אנתתא דינ תהוא דחלא מנ בעלה ܀
49N	6	1	בניא אשׁתמעו לאבהיכונ במרנ הדא גיר כאנא ܀
49N	6	2	והנו פוקדנא קדמיא דמליכ יקר לאבוכ ולאמכ ܀
49N	6	3	דנהוא לכ דשׁפיר ונארכונ חייכ על ארעא ܀
49N	6	4	אבהא לא תרגזונ בניכונ אלא רבו אנונ במרדותא וביולפנא דמרנ ܀
49N	6	5	עבדא אשׁתמעו למריכונ דבבסר בדחלתא וברתיתא ובפשׁיטות לבא איכ דלמשׁיחא ܀
49N	6	6	לא במחזא עינא איכ הו דלבנינשׁא שׁפרינ אנתונ אלא איכ עבדא דמשׁיחא דעבדינ צבינא דאלהא ܀
49N	6	7	ושׁמשׁו אנונ מנ כלה נפשׁכונ בחובא איכ דלמרנ ולא איכ דלבנינשׁא ܀
49N	6	8	כד ידעיתונ דהו מדמ דעבד אנשׁ דשׁפיר הו מתפרע מנ מרנ אנ עבדא הו ואנ בר חארא ܀
49N	6	9	אפ אנתונ מריא הכנא הויתונ עבדינ לעבדיכונ הויתונ שׁבקינ להונ סכלותא מטל דידעינ אנתונ דאפ מרכונ דילכונ איתוהי בשׁמיא ומסב באפא לית לותה ܀
49N	6	10	מכיל אחי אתחילו במרנ ובתוקפא דחילה ܀
49N	6	11	ולבשׁו כלה זינא דאלהא איכנא דתשׁכחונ למקמ לוקבל צנעתה דאכל קרצא ܀
49N	6	12	מטל דתכתושׁכונ לא הוא עמ בסרא ודמא אלא עמ ארכוס ועמ שׁליטנא ועמ אחידי עלמא דהנא חשׁוכא ועמ רוחא בישׁתא דתחית שׁמיא ܀
49N	6	13	מטל הנא לבשׁו כלה זינא דאלהא דתשׁכחונ תארעונ בישׁא וכד מעתדינ אנתונ בכלמדמ תקומונ ܀
49N	6	14	קומו הכיל וחזוקו חציכונ בקושׁתא ולבשׁו שׁרינא דזדיקותא ܀
49N	6	15	וסאנו ברגליכונ טויבה דאונגליונ דשׁלמא ܀
49N	6	16	ועמ הלינ סבו לכונ סכרא דהימנותא דבה תתמצונ חילא למדעכו כלהונ גארוהי יקדא דבישׁא ܀
49N	6	17	וסימו סנורתא דפורקנא ואחודו סיפא דרוחא דאיתוהי מלתא דאלהא ܀
49N	6	18	ובכל צלונ ובכל בעונ צלו בכלזבנ ברוח ובה בצלותא הויתונ שׁהרינ בכלעדנ כד מצליתונ אמינאית ומתכשׁפינ על אפי כלהונ קדישׁא ܀
49N	6	19	אפ עלי דתתיהב לי מלתא במפתח פומי דעינ בגלא אכרז ארזא דסברתא ܀
49N	6	20	הו דאנא איזגדה בשׁשׁלתא דבפרהסיא אמלליוהי איכ דולא לי לממללותה ܀
49N	6	21	דתדעונ דינ אפ אנתונ מדמ דלותי ומדמ דסער אנא הא מודע לכונ טוכיקוס אחא חביבא ומשׁמשׁנא מהימנא במרנ ܀
49N	6	22	דלה שׁדרת לותכונ עליה על הדא דתדעונ מא דלותי ונביא לבותכונ ܀
49N	6	23	שׁלמא עמ אחינ וחובא עמ הימנותא מנ אלהא אבא ומנ מרנ ישׁוע משׁיחא ܀
49N	6	24	טיבותא עמ כלהונ אילינ דמחבינ למרנ ישׁוע משׁיחא דלא חבל אמינ ܀
50N	1	1	פולוס וטימתאוס עבדא דישׁוע משׁיחא לכלהונ קדישׁא דבישׁוע משׁיחא דאית בפיליפוס עמ קשׁישׁא ומשׁמשׁנא ܀
50N	1	2	טיבותא עמכונ ושׁלמא מנ אלהא אבונ ומנ מרנ ישׁוע משׁיחא ܀
50N	1	3	מודא אנא לאלהי על עוהדנכונ אמינא ܀
50N	1	4	דבכל בעותי דעל אפיכונ וכד חדא אנא מתכשׁפ אנא ܀
50N	1	5	על שׁותפותכונ דבאונגליונ מנ יומא קדמיא ועדמא להשׁא ܀
50N	1	6	מטל דתכיל אנא על הדא דהו מנ דשׁרי בכונ עבדא טבא הו נשׁלמ עדמא ליומה דמרנ ישׁוע משׁיחא ܀
50N	1	7	הכנא גיר זדק לי למתרעיו על כלכונ מטל דבלבי סימינ אנתונ ובאסורי ובמפק ברוחי דעל שׁררה דאונגליונ דשׁותפי אנתונ בטיבותא ܀
50N	1	8	סהד הו לי גיר אלהא דאיכנא מחב אנא לכונ ברחמוהי דישׁוע משׁיחא ܀
50N	1	9	והדא מצלא אנא דתוב נסגא ונתיתר חובכונ בידעתא ובכל סוכל דרוח ܀
50N	1	10	דתהוונ פרשׁינ אילינ דעהננ ותהוונ דכינ דלא תוקלא ביומה דמשׁיחא ܀
50N	1	11	ומלינ פארא דזדיקותא דבישׁוע משׁיחא לשׁובחא ולאיקרא דאלהא ܀
50N	1	12	צבא אנא דינ דתדעונ אחי דסוערני דילי יתיראית אתא לקדמוהי באונגליונ ܀
50N	1	13	הכנא דאפ אסורי אתגליו במשׁיחא בפרטורינ כלה ולשׁרכא דכלנשׁ ܀
50N	1	14	וסוגאא דאחא דבמרנ אתתכלו על אסורי ואשׁיחו יתיראית דלא דחלא לממללו מלתא דאלהא ܀
50N	1	15	ואנשׁ אנשׁ מנ חסמא וחרינא אנשׁ אנשׁ דינ בצבינא טבא ובחובא למשׁיחא מכרזינ ܀
50N	1	16	מטל דידעינ דלמפק ברוחא דאונגליונ סימ אנא ܀
50N	1	17	הנונ דינ דבחרינא למשׁיחא מכרזינ לא הוא דכיאית אלא דסברינ דמוספינ אולצנא לאסורי ܀
50N	1	18	ובהדא חדית וחדא אנא דבכל פרוס אנ בעלתא ואנ בקושׁתא משׁיחא נתכרז ܀
50N	1	19	ידע אנא גיר דהלינ לחיא משׁתכחנ לי בבעותכונ ובמוהבתא דרוחא דישׁוע משׁיחא ܀
50N	1	20	איכנא דמסבר אנא ומסכא אנא דבמדמ לא אבהת אלא בגליות אפא איכ דבכלזבנ אפ השׁא נתרורב משׁיחא בפגרי אנ בחיא ואנ במותא ܀
50N	1	21	חיי גיר דילי משׁיחא הו ואנ אמות יותרנא הו לי ܀
